sender_account,receiver_account,amount,type,merchant_category,device,country,is_suspicious,pattern,transaction_id,timestamp,hour,day,is_high_risk_country,log_amount
ACCT100327,ACCT200407,73.98,withdrawal,retail,web,US,False,normal,TXN001905,2025-02-15T06:57:00,6,Saturday,False,4.303794786404308
ACCT100088,ACCT200321,92.9,payment,electronics,web,IN,True,round_tripping,TXN001906,2025-01-28T20:53:00,20,Tuesday,False,4.531523645819793
ACCT100425,ACCT200168,30.28,transfer,restaurant,mobile_app,NG,True,normal,TXN001907,2025-02-15T01:53:00,1,Saturday,True,3.410487428569248
ACCT100001,ACCT200480,31.75,deposit,crypto_exchange,pos_terminal,US,False,normal,TXN001908,2025-03-04T21:46:00,21,Tuesday,False,3.457892725338701
ACCT100208,ACCT200194,46.82,transfer,electronics,pos_terminal,US,False,normal,TXN001909,2025-02-28T20:53:00,20,Friday,False,3.846310462062765
ACCT100481,ACCT200109,62.03,deposit,atm,web,RU,True,normal,TXN001910,2025-03-14T11:02:00,11,Friday,True,4.127618138985026
ACCT100097,ACCT200240,14.32,payment,travel,web,IR,True,layering,TXN001911,2025-01-02T20:26:00,20,Thursday,True,2.6616571615324998
ACCT100309,ACCT200059,16.18,transfer,gambling,atm,RU,True,round_tripping,TXN001912,2025-03-20T22:01:00,22,Thursday,True,2.7837759116303458
ACCT100222,ACCT200493,48.41,transfer,travel,web,IR,True,normal,TXN001913,2025-01-10T23:59:00,23,Friday,True,3.879706403951603
ACCT100359,ACCT200164,8.07,withdrawal,electronics,web,NG,True,normal,TXN001914,2025-01-11T20:51:00,20,Saturday,True,2.0881534822818573
ACCT100274,ACCT200290,88.67,payment,crypto_exchange,atm,NG,True,normal,TXN001915,2025-01-06T12:41:00,12,Monday,True,4.484921613391916
ACCT100277,ACCT200325,96.75,transfer,travel,atm,SG,False,normal,TXN001916,2025-02-07T18:11:00,18,Friday,False,4.572130331909891
ACCT100331,ACCT200283,27.53,deposit,restaurant,web,US,False,normal,TXN001917,2025-02-17T20:28:00,20,Monday,False,3.315276319154516
ACCT100407,ACCT200010,18.34,deposit,travel,web,SG,False,normal,TXN001918,2025-02-03T03:57:00,3,Monday,False,2.9090844668283187
ACCT100221,ACCT200167,208.5,withdrawal,travel,web,IN,False,normal,TXN001919,2025-03-12T13:37:00,13,Wednesday,False,5.339939041238856
ACCT100376,ACCT200174,34.46,payment,retail,pos_terminal,AE,True,mule_account,TXN001920,2025-01-25T01:30:00,1,Saturday,False,3.5397992310997837
ACCT100178,ACCT200373,2.06,deposit,crypto_exchange,atm,NG,True,normal,TXN001921,2025-01-28T03:38:00,3,Tuesday,True,0.7227059828014898
ACCT100398,ACCT200335,33.59,deposit,crypto_exchange,web,SG,False,normal,TXN001922,2025-02-15T15:56:00,15,Saturday,False,3.5142284036242013
ACCT100458,ACCT200325,234.94,deposit,retail,pos_terminal,IR,True,normal,TXN001923,2025-03-15T03:09:00,3,Saturday,True,5.45933016239574
ACCT100132,ACCT200061,63.82,payment,online_services,mobile_app,CN,True,rapid_movement,TXN001924,2025-01-11T07:57:00,7,Saturday,False,4.156066620850098
ACCT100085,ACCT200018,5.91,deposit,atm,mobile_app,NG,True,layering,TXN001925,2025-03-03T01:49:00,1,Monday,True,1.776645831418007
ACCT100284,ACCT200083,17.39,deposit,retail,mobile_app,US,False,normal,TXN001926,2025-02-21T17:37:00,17,Friday,False,2.855895328366192
ACCT100488,ACCT200424,11.8,payment,atm,atm,UK,True,round_tripping,TXN001927,2025-01-22T16:56:00,16,Wednesday,False,2.468099531471619
ACCT100393,ACCT200272,25.98,withdrawal,electronics,pos_terminal,NG,True,layering,TXN001928,2025-03-27T07:43:00,7,Thursday,True,3.2573270112424533
ACCT100154,ACCT200050,87.74,deposit,atm,mobile_app,IN,True,round_tripping,TXN001929,2025-02-19T15:38:00,15,Wednesday,False,4.474377895738068
ACCT100207,ACCT200320,9.23,withdrawal,crypto_exchange,web,CN,False,normal,TXN001930,2025-03-29T23:11:00,23,Saturday,False,2.222459048514761
ACCT100394,ACCT200393,94.21,transfer,restaurant,mobile_app,IN,False,normal,TXN001931,2025-01-11T22:59:00,22,Saturday,False,4.545526333060576
ACCT100340,ACCT200184,37.08,transfer,atm,atm,CN,False,normal,TXN001932,2025-01-20T12:25:00,12,Monday,False,3.6130777406976544
ACCT100186,ACCT200334,33.8,withdrawal,travel,pos_terminal,KY,True,normal,TXN001933,2025-01-19T16:48:00,16,Sunday,True,3.520460802488973
ACCT100395,ACCT200485,103.78,withdrawal,crypto_exchange,mobile_app,IR,True,normal,TXN001934,2025-03-10T00:02:00,0,Monday,True,4.642273273939594
ACCT100380,ACCT200220,6.87,withdrawal,crypto_exchange,mobile_app,SG,False,normal,TXN001935,2025-01-30T08:39:00,8,Thursday,False,1.927164106234258
ACCT100450,ACCT200242,78.34,transfer,restaurant,atm,RU,True,normal,TXN001936,2025-02-03T10:22:00,10,Monday,True,4.361058328237685
ACCT100245,ACCT200191,7.3,transfer,electronics,mobile_app,UK,True,structuring,TXN001937,2025-02-26T05:11:00,5,Wednesday,False,1.9878743481543455
ACCT100101,ACCT200363,28.37,transfer,atm,pos_terminal,IN,False,normal,TXN001938,2025-01-19T04:55:00,4,Sunday,False,3.34533224882076
ACCT100273,ACCT200030,48.89,transfer,restaurant,web,KY,True,normal,TXN001939,2025-01-07T04:20:00,4,Tuesday,True,3.889572876590554
ACCT100334,ACCT200460,85.84,payment,gambling,atm,US,False,normal,TXN001940,2025-03-24T02:04:00,2,Monday,False,4.452485098322443
ACCT100431,ACCT200238,19.58,withdrawal,gambling,mobile_app,CN,False,normal,TXN001941,2025-02-26T18:39:00,18,Wednesday,False,2.9745086371023644
ACCT100056,ACCT200081,20.32,deposit,gambling,atm,RU,True,normal,TXN001942,2025-03-02T23:29:00,23,Sunday,True,3.011605622710281
ACCT100435,ACCT200272,100.73,withdrawal,atm,web,SG,False,normal,TXN001943,2025-01-08T00:20:00,0,Wednesday,False,4.612443669954589
ACCT100333,ACCT200193,34.09,withdrawal,crypto_exchange,atm,IR,True,normal,TXN001944,2025-03-02T01:33:00,1,Sunday,True,3.5290040861498118
ACCT100091,ACCT200141,74.13,deposit,retail,web,UK,True,mule_account,TXN001945,2025-03-21T12:44:00,12,Friday,False,4.305820308668628
ACCT100469,ACCT200346,61.57,transfer,electronics,mobile_app,NG,True,round_tripping,TXN001946,2025-03-13T17:21:00,17,Thursday,True,4.120174738923119
ACCT100476,ACCT200298,30.03,transfer,gambling,web,UK,True,round_tripping,TXN001947,2025-01-12T05:08:00,5,Sunday,False,3.402196881995239
ACCT100451,ACCT200196,44.02,transfer,online_services,pos_terminal,US,False,normal,TXN001948,2025-01-05T01:05:00,1,Sunday,False,3.7846440760983158
ACCT100236,ACCT200228,49.68,deposit,online_services,atm,NG,True,rapid_movement,TXN001949,2025-03-10T06:38:00,6,Monday,True,3.905602437625223
ACCT100428,ACCT200039,18.15,deposit,electronics,web,RU,True,normal,TXN001950,2025-02-08T12:17:00,12,Saturday,True,2.8986705607108596
ACCT100106,ACCT200012,16.85,payment,crypto_exchange,mobile_app,AE,False,normal,TXN001951,2025-01-07T07:08:00,7,Tuesday,False,2.8243506567983707
ACCT100437,ACCT200298,16.22,transfer,gambling,pos_terminal,RU,True,mule_account,TXN001952,2025-02-09T12:38:00,12,Sunday,True,2.7862450486872667
ACCT100017,ACCT200456,116.5,withdrawal,gambling,mobile_app,UK,False,normal,TXN001953,2025-03-10T19:07:00,19,Monday,False,4.757891273005756
ACCT100102,ACCT200026,110.58,withdrawal,retail,atm,UK,False,normal,TXN001954,2025-03-03T05:52:00,5,Monday,False,4.705739240909787
ACCT100267,ACCT200194,103.17,deposit,online_services,atm,NG,True,rapid_movement,TXN001955,2025-01-17T18:32:00,18,Friday,True,4.6363781131122845
ACCT100164,ACCT200112,9.63,payment,restaurant,web,SG,False,normal,TXN001956,2025-01-13T19:04:00,19,Monday,False,2.2648832258100344
ACCT100068,ACCT200281,30.39,transfer,crypto_exchange,web,US,False,normal,TXN001957,2025-03-06T14:17:00,14,Thursday,False,3.414113606928702
ACCT100315,ACCT200446,29.79,deposit,restaurant,mobile_app,NG,True,normal,TXN001958,2025-02-28T16:32:00,16,Friday,True,3.394172766725191
ACCT100139,ACCT200299,30.53,payment,atm,web,US,False,normal,TXN001959,2025-03-26T15:08:00,15,Wednesday,False,3.4187098067467865
ACCT100098,ACCT200326,6.27,deposit,travel,pos_terminal,AE,False,normal,TXN001960,2025-01-03T23:42:00,23,Friday,False,1.8357763546448294
ACCT100356,ACCT200026,31.17,payment,electronics,mobile_app,KY,True,normal,TXN001961,2025-01-15T21:59:00,21,Wednesday,True,3.4394560937792455
ACCT100412,ACCT200403,228.14,withdrawal,travel,atm,NG,True,rapid_movement,TXN001962,2025-01-27T15:13:00,15,Monday,True,5.429959475599752
ACCT100044,ACCT200401,38.82,payment,retail,atm,CN,True,mule_account,TXN001963,2025-03-30T08:49:00,8,Sunday,False,3.658935577740864
ACCT100160,ACCT200272,9.02,deposit,restaurant,pos_terminal,IN,False,normal,TXN001964,2025-03-05T16:14:00,16,Wednesday,False,2.199444334074532
ACCT100095,ACCT200357,26.44,transfer,travel,atm,RU,True,layering,TXN001965,2025-02-28T23:56:00,23,Friday,True,3.2748780149834857
ACCT100413,ACCT200077,11.5,payment,gambling,web,RU,True,normal,TXN001966,2025-01-25T11:40:00,11,Saturday,True,2.4423470353692043
ACCT100378,ACCT200421,22.58,transfer,electronics,pos_terminal,UK,True,mule_account,TXN001967,2025-03-15T21:27:00,21,Saturday,False,3.1170645587215158
ACCT100478,ACCT200022,66.01,payment,travel,atm,AE,True,rapid_movement,TXN001968,2025-02-24T17:11:00,17,Monday,False,4.189806245700679
ACCT100272,ACCT200377,193.75,payment,retail,mobile_app,IN,False,normal,TXN001969,2025-03-08T08:46:00,8,Saturday,False,5.2665686682334565
ACCT100127,ACCT200312,49.11,deposit,crypto_exchange,atm,SG,False,normal,TXN001970,2025-02-19T08:56:00,8,Wednesday,False,3.894062680051153
ACCT100159,ACCT200103,32.24,transfer,gambling,mobile_app,KY,True,normal,TXN001971,2025-02-20T13:16:00,13,Thursday,True,3.4732079176384274
ACCT100320,ACCT200383,36.56,withdrawal,retail,mobile_app,NG,True,normal,TXN001972,2025-03-01T04:57:00,4,Saturday,True,3.5989547465859495
ACCT100447,ACCT200488,14.36,transfer,atm,web,IN,False,normal,TXN001973,2025-03-15T16:41:00,16,Saturday,False,2.664446563620078
ACCT100074,ACCT200244,96.93,transfer,travel,atm,US,True,layering,TXN001974,2025-03-12T18:37:00,18,Wednesday,False,4.573989068504517
ACCT100314,ACCT200108,30.33,withdrawal,travel,mobile_app,RU,True,normal,TXN001975,2025-02-05T00:37:00,0,Wednesday,True,3.41213732170049
ACCT100304,ACCT200406,5.86,withdrawal,retail,pos_terminal,CN,False,normal,TXN001976,2025-03-25T01:34:00,1,Tuesday,False,1.7681496035889213
ACCT100387,ACCT200201,47.39,withdrawal,crypto_exchange,atm,IR,True,normal,TXN001977,2025-02-10T06:19:00,6,Monday,True,3.858411235979497
ACCT100413,ACCT200041,102.66,deposit,online_services,mobile_app,KY,True,normal,TXN001978,2025-03-11T16:17:00,16,Tuesday,True,4.631422557132157
ACCT100464,ACCT200416,30.4,withdrawal,online_services,pos_terminal,IR,True,layering,TXN001979,2025-01-10T22:36:00,22,Friday,True,3.414442608412176
ACCT100126,ACCT200133,21.57,deposit,electronics,atm,UK,False,normal,TXN001980,2025-03-04T09:07:00,9,Tuesday,False,3.071303460401065
ACCT100427,ACCT200324,42.34,payment,electronics,atm,NG,True,normal,TXN001981,2025-03-18T16:15:00,16,Tuesday,True,3.745732265706719
ACCT100491,ACCT200499,36.89,payment,online_services,mobile_app,UK,False,normal,TXN001982,2025-03-09T13:43:00,13,Sunday,False,3.607940511608584
ACCT100492,ACCT200148,28.64,deposit,gambling,mobile_app,AE,False,normal,TXN001983,2025-02-21T12:57:00,12,Friday,False,3.3548043420924447
ACCT100398,ACCT200246,7.92,payment,restaurant,pos_terminal,UK,True,layering,TXN001984,2025-03-30T12:31:00,12,Sunday,False,2.0693912058263346
ACCT100455,ACCT200317,19.51,payment,electronics,web,US,False,normal,TXN001985,2025-01-07T05:25:00,5,Tuesday,False,2.97092715463502
ACCT100159,ACCT200117,23.71,withdrawal,retail,mobile_app,UK,False,normal,TXN001986,2025-02-24T16:24:00,16,Monday,False,3.165896900077314
ACCT100123,ACCT200055,9.56,withdrawal,gambling,web,NG,True,normal,TXN001987,2025-01-17T08:38:00,8,Friday,True,2.25758772706331
ACCT100033,ACCT200333,22.66,withdrawal,online_services,mobile_app,IR,True,round_tripping,TXN001988,2025-01-29T22:20:00,22,Wednesday,True,3.12060125559986
ACCT100091,ACCT200385,26.59,payment,electronics,pos_terminal,RU,True,mule_account,TXN001989,2025-02-28T18:27:00,18,Friday,True,3.2805352052549286
ACCT100109,ACCT200476,0.56,deposit,travel,atm,IN,True,mule_account,TXN001990,2025-01-22T09:07:00,9,Wednesday,False,-0.579818495252942
ACCT100083,ACCT200426,11.32,deposit,crypto_exchange,atm,IR,True,normal,TXN001991,2025-03-23T07:47:00,7,Sunday,True,2.4265710727750367
ACCT100070,ACCT200228,141.82,payment,crypto_exchange,web,RU,True,normal,TXN001992,2025-03-11T14:26:00,14,Tuesday,True,4.95455864787585
ACCT100274,ACCT200319,74.82,payment,travel,pos_terminal,KY,True,structuring,TXN001993,2025-03-17T07:32:00,7,Monday,True,4.31508522892
ACCT100187,ACCT200044,21.4,deposit,restaurant,atm,KY,True,normal,TXN001994,2025-03-15T06:10:00,6,Saturday,True,3.0633909220278057
ACCT100076,ACCT200283,30.06,deposit,retail,atm,KY,True,structuring,TXN001995,2025-03-02T15:22:00,15,Sunday,True,3.4031953843248286
ACCT100209,ACCT200349,2.58,deposit,restaurant,web,IN,False,normal,TXN001996,2025-01-06T00:56:00,0,Monday,False,0.9477893989335261
ACCT100209,ACCT200023,43.11,deposit,crypto_exchange,pos_terminal,RU,True,mule_account,TXN001997,2025-03-22T20:04:00,20,Saturday,True,3.763754988759043
ACCT100373,ACCT200241,7.46,withdrawal,crypto_exchange,pos_terminal,NG,True,mule_account,TXN001998,2025-02-22T19:58:00,19,Saturday,True,2.0095554142156695
ACCT100378,ACCT200298,18.72,deposit,retail,pos_terminal,KY,True,normal,TXN001999,2025-02-04T02:06:00,2,Tuesday,True,2.929592471049446
ACCT100356,ACCT200248,13.99,transfer,gambling,mobile_app,UK,True,mule_account,TXN002000,2025-01-21T16:04:00,16,Tuesday,False,2.63834278867739
ACCT100041,ACCT200016,3.95,withdrawal,retail,web,IR,True,structuring,TXN002001,2025-01-02T08:41:00,8,Thursday,True,1.3737155789130306
ACCT100096,ACCT200304,88.58,transfer,online_services,pos_terminal,RU,True,normal,TXN002002,2025-03-15T03:30:00,3,Saturday,True,4.483906098495052
ACCT100450,ACCT200273,563.38,transfer,crypto_exchange,atm,CN,True,mule_account,TXN002003,2025-03-10T01:52:00,1,Monday,False,6.333954356054633
ACCT100304,ACCT200113,3.36,payment,restaurant,pos_terminal,SG,True,rapid_movement,TXN002004,2025-01-26T14:50:00,14,Sunday,False,1.2119409739751128
ACCT100115,ACCT200191,42.31,payment,electronics,pos_terminal,KY,True,structuring,TXN002005,2025-03-18T03:10:00,3,Tuesday,True,3.7450234647319762
ACCT100271,ACCT200447,45.09,transfer,atm,atm,AE,True,rapid_movement,TXN002006,2025-02-10T01:01:00,1,Monday,False,3.8086604924329928
ACCT100108,ACCT200248,8.31,withdrawal,gambling,atm,KY,True,rapid_movement,TXN002007,2025-03-26T16:02:00,16,Wednesday,True,2.1174596088673567
ACCT100016,ACCT200084,8.46,payment,restaurant,web,KY,True,normal,TXN002008,2025-03-25T22:10:00,22,Tuesday,True,2.135349173618132
ACCT100256,ACCT200084,6.47,withdrawal,restaurant,mobile_app,IR,True,normal,TXN002009,2025-01-10T10:35:00,10,Friday,True,1.8671761085128091
ACCT100265,ACCT200172,75.52,transfer,restaurant,pos_terminal,KY,True,normal,TXN002010,2025-02-05T21:26:00,21,Wednesday,True,4.324397521837245
ACCT100359,ACCT200307,29.36,transfer,retail,mobile_app,CN,False,normal,TXN002011,2025-01-23T20:36:00,20,Thursday,False,3.3796332037463146
ACCT100259,ACCT200258,31.0,deposit,restaurant,mobile_app,SG,False,normal,TXN002012,2025-03-12T14:13:00,14,Wednesday,False,3.4339872044851463
ACCT100345,ACCT200053,50.43,payment,crypto_exchange,pos_terminal,NG,True,mule_account,TXN002013,2025-03-17T17:23:00,17,Monday,True,3.920586236088634
ACCT100440,ACCT200159,48.97,payment,online_services,mobile_app,AE,False,normal,TXN002014,2025-02-20T06:56:00,6,Thursday,False,3.891207865714226
ACCT100400,ACCT200346,212.21,withdrawal,electronics,web,UK,False,normal,TXN002015,2025-03-04T04:16:00,4,Tuesday,False,5.357576350422958
ACCT100255,ACCT200006,78.31,transfer,gambling,web,CN,False,normal,TXN002016,2025-03-24T13:16:00,13,Monday,False,4.360675308762846
ACCT100154,ACCT200358,38.78,payment,restaurant,mobile_app,SG,False,normal,TXN002017,2025-02-28T18:48:00,18,Friday,False,3.6579046498145056
ACCT100053,ACCT200491,17.72,transfer,atm,pos_terminal,AE,False,normal,TXN002018,2025-02-20T17:16:00,17,Thursday,False,2.8746939451769347
ACCT100451,ACCT200439,12.92,deposit,atm,mobile_app,IR,True,normal,TXN002019,2025-03-07T08:45:00,8,Friday,True,2.558776498354456
ACCT100051,ACCT200088,14.79,deposit,travel,pos_terminal,AE,False,normal,TXN002020,2025-02-04T09:40:00,9,Tuesday,False,2.6939512767227085
ACCT100157,ACCT200201,19.58,deposit,electronics,mobile_app,CN,True,structuring,TXN002021,2025-02-04T16:47:00,16,Tuesday,False,2.9745086371023644
ACCT100125,ACCT200009,31.28,payment,retail,atm,RU,True,round_tripping,TXN002022,2025-02-06T14:44:00,14,Thursday,True,3.4429789156771102
ACCT100065,ACCT200338,74.46,deposit,travel,mobile_app,AE,False,normal,TXN002023,2025-03-19T04:24:00,4,Wednesday,False,4.310262068444571
ACCT100152,ACCT200155,15.67,deposit,gambling,web,UK,False,normal,TXN002024,2025-02-10T15:14:00,15,Monday,False,2.7517480563679295
ACCT100122,ACCT200442,28.99,withdrawal,restaurant,atm,RU,True,structuring,TXN002025,2025-01-05T04:27:00,4,Sunday,True,3.3669509429335642
ACCT100009,ACCT200350,10.29,payment,gambling,mobile_app,SG,False,normal,TXN002026,2025-02-21T15:12:00,15,Friday,False,2.331172549845958
ACCT100075,ACCT200415,4.29,deposit,gambling,mobile_app,NG,True,rapid_movement,TXN002027,2025-03-29T06:34:00,6,Saturday,True,1.4562867329399256
ACCT100224,ACCT200457,40.17,payment,gambling,web,US,False,normal,TXN002028,2025-01-29T13:10:00,13,Wednesday,False,3.693120448371191
ACCT100494,ACCT200051,43.88,transfer,electronics,mobile_app,KY,True,round_tripping,TXN002029,2025-02-22T05:45:00,5,Saturday,True,3.7814586354070294
ACCT100216,ACCT200369,46.79,transfer,retail,mobile_app,RU,True,normal,TXN002030,2025-03-29T03:39:00,3,Saturday,True,3.845669504878125
ACCT100051,ACCT200474,27.75,deposit,online_services,atm,CN,False,normal,TXN002031,2025-02-18T13:23:00,13,Tuesday,False,3.3232358401924436
ACCT100372,ACCT200214,6.62,withdrawal,gambling,web,AE,False,normal,TXN002032,2025-02-22T19:10:00,19,Saturday,False,1.890095369948917
ACCT100362,ACCT200416,29.2,withdrawal,travel,mobile_app,UK,False,normal,TXN002033,2025-03-06T18:03:00,18,Thursday,False,3.374168709274236
ACCT100407,ACCT200411,5.14,payment,atm,pos_terminal,SG,True,round_tripping,TXN002034,2025-03-09T20:52:00,20,Sunday,False,1.6370530794670737
ACCT100168,ACCT200481,27.3,payment,restaurant,atm,AE,False,normal,TXN002035,2025-01-29T01:36:00,1,Wednesday,False,3.3068867021909143
ACCT100323,ACCT200166,21.32,transfer,travel,mobile_app,IR,True,normal,TXN002036,2025-01-07T02:01:00,2,Tuesday,True,3.0596455992976437
ACCT100239,ACCT200138,139.03,payment,gambling,web,IR,True,normal,TXN002037,2025-01-30T18:38:00,18,Thursday,True,4.9346897371814515
ACCT100160,ACCT200030,94.23,payment,crypto_exchange,mobile_app,US,False,normal,TXN002038,2025-03-25T03:58:00,3,Tuesday,False,4.545738602218665
ACCT100409,ACCT200344,54.13,deposit,retail,pos_terminal,CN,False,normal,TXN002039,2025-01-09T14:47:00,14,Thursday,False,3.9913885608088866
ACCT100075,ACCT200175,90.81,withdrawal,atm,web,UK,True,structuring,TXN002040,2025-03-12T13:52:00,13,Wednesday,False,4.508769411701737
ACCT100161,ACCT200091,54.44,payment,travel,pos_terminal,CN,True,round_tripping,TXN002041,2025-03-19T05:19:00,5,Wednesday,False,3.9970991777832654
ACCT100235,ACCT200408,34.41,withdrawal,travel,pos_terminal,US,False,normal,TXN002042,2025-01-27T04:58:00,4,Monday,False,3.538347219809389
ACCT100325,ACCT200161,65.04,payment,atm,pos_terminal,AE,True,rapid_movement,TXN002043,2025-02-06T22:39:00,22,Thursday,False,4.175002465239555
ACCT100266,ACCT200208,298.61,deposit,atm,web,AE,False,normal,TXN002044,2025-03-30T10:46:00,10,Sunday,False,5.699138374162544
ACCT100287,ACCT200458,34.13,deposit,electronics,atm,KY,True,normal,TXN002045,2025-03-14T11:19:00,11,Friday,True,3.530176762918616
ACCT100174,ACCT200482,89.99,payment,restaurant,mobile_app,AE,True,rapid_movement,TXN002046,2025-03-01T06:24:00,6,Saturday,False,4.4996985530458575
ACCT100396,ACCT200441,24.54,transfer,travel,pos_terminal,IN,True,layering,TXN002047,2025-01-31T07:01:00,7,Friday,False,3.2003044392827653
ACCT100036,ACCT200428,101.84,payment,electronics,mobile_app,SG,True,structuring,TXN002048,2025-03-02T06:11:00,6,Sunday,False,4.623402954249151
ACCT100066,ACCT200368,15.01,payment,gambling,pos_terminal,RU,True,structuring,TXN002049,2025-03-14T21:29:00,21,Friday,True,2.7087166456453704
ACCT100116,ACCT200215,107.0,deposit,crypto_exchange,atm,US,False,normal,TXN002050,2025-01-30T05:32:00,5,Thursday,False,4.672828834461906
ACCT100342,ACCT200101,10.77,withdrawal,online_services,pos_terminal,KY,True,normal,TXN002051,2025-02-16T01:17:00,1,Sunday,True,2.3767644911682972
ACCT100001,ACCT200175,53.91,deposit,crypto_exchange,web,IN,True,rapid_movement,TXN002052,2025-03-30T06:39:00,6,Sunday,False,3.9873159894635775
ACCT100097,ACCT200385,22.4,transfer,retail,pos_terminal,SG,True,structuring,TXN002053,2025-03-01T07:26:00,7,Saturday,False,3.109060958860994
ACCT100397,ACCT200222,43.15,transfer,gambling,web,KY,True,normal,TXN002054,2025-02-26T10:20:00,10,Wednesday,True,3.764682417529437
ACCT100305,ACCT200018,224.63,payment,atm,atm,IR,True,round_tripping,TXN002055,2025-02-22T07:28:00,7,Saturday,True,5.414454604177079
ACCT100150,ACCT200297,29.29,transfer,gambling,web,RU,True,normal,TXN002056,2025-02-06T09:41:00,9,Thursday,True,3.377246160839642
ACCT100129,ACCT200424,18.0,transfer,restaurant,mobile_app,KY,True,normal,TXN002057,2025-02-18T00:25:00,0,Tuesday,True,2.8903717578961645
ACCT100350,ACCT200380,40.65,withdrawal,restaurant,atm,UK,False,normal,TXN002058,2025-02-23T15:24:00,15,Sunday,False,3.7049988359938197
ACCT100161,ACCT200072,37.88,deposit,gambling,pos_terminal,RU,True,round_tripping,TXN002059,2025-03-21T09:48:00,9,Friday,True,3.6344232683178777
ACCT100211,ACCT200246,42.42,transfer,atm,atm,KY,True,mule_account,TXN002060,2025-02-25T09:18:00,9,Tuesday,True,3.7476199491365363
ACCT100351,ACCT200450,16.67,transfer,gambling,web,IN,False,normal,TXN002061,2025-01-10T01:19:00,1,Friday,False,2.813610696762703
ACCT100182,ACCT200188,10.2,deposit,gambling,web,KY,True,normal,TXN002062,2025-01-23T18:10:00,18,Thursday,True,2.322387720290225
ACCT100445,ACCT200145,21.3,withdrawal,gambling,atm,SG,False,normal,TXN002063,2025-01-15T12:33:00,12,Wednesday,False,3.0587070727153796
ACCT100134,ACCT200311,98.59,withdrawal,travel,atm,KY,True,structuring,TXN002064,2025-03-06T00:25:00,0,Thursday,True,4.59096983658695
ACCT100052,ACCT200460,25.48,transfer,travel,pos_terminal,US,True,round_tripping,TXN002065,2025-03-18T23:29:00,23,Tuesday,False,3.2378938307039626
ACCT100007,ACCT200064,43.1,withdrawal,retail,web,RU,True,normal,TXN002066,2025-03-12T03:56:00,3,Wednesday,True,3.763522997109702
ACCT100217,ACCT200259,18.68,payment,gambling,mobile_app,RU,True,normal,TXN002067,2025-02-05T06:18:00,6,Wednesday,True,2.9274534328006965
ACCT100212,ACCT200401,24.8,transfer,crypto_exchange,pos_terminal,NG,True,normal,TXN002068,2025-01-17T15:23:00,15,Friday,True,3.2108436531709366
ACCT100385,ACCT200312,45.06,withdrawal,electronics,mobile_app,US,True,layering,TXN002069,2025-01-19T23:14:00,23,Sunday,False,3.8079949350040985
ACCT100286,ACCT200046,281.59,withdrawal,crypto_exchange,web,NG,True,normal,TXN002070,2025-02-19T05:06:00,5,Wednesday,True,5.640452112289707
ACCT100310,ACCT200025,374.47,withdrawal,gambling,mobile_app,IR,True,normal,TXN002071,2025-03-16T03:30:00,3,Sunday,True,5.925511692939474
ACCT100128,ACCT200047,14.28,payment,online_services,mobile_app,RU,True,mule_account,TXN002072,2025-02-12T06:39:00,6,Wednesday,True,2.658859956911438
ACCT100410,ACCT200131,142.38,deposit,atm,atm,NG,True,normal,TXN002073,2025-01-21T20:05:00,20,Tuesday,True,4.958499539675727
ACCT100164,ACCT200412,96.79,withdrawal,crypto_exchange,mobile_app,IN,True,structuring,TXN002074,2025-03-05T20:13:00,20,Wednesday,False,4.572543683160998
ACCT100107,ACCT200307,74.65,payment,restaurant,web,AE,True,mule_account,TXN002075,2025-02-26T07:48:00,7,Wednesday,False,4.312810523985199
ACCT100082,ACCT200058,15.33,deposit,online_services,atm,US,True,layering,TXN002076,2025-01-04T21:54:00,21,Saturday,False,2.7298116928837226
ACCT100495,ACCT200219,10.43,transfer,travel,mobile_app,IR,True,normal,TXN002077,2025-03-29T22:04:00,22,Saturday,True,2.344686269012681
ACCT100491,ACCT200260,50.01,withdrawal,travel,atm,RU,True,round_tripping,TXN002078,2025-02-11T18:42:00,18,Tuesday,True,3.9122229854308124
ACCT100240,ACCT200022,15.5,deposit,restaurant,atm,NG,True,rapid_movement,TXN002079,2025-03-26T07:17:00,7,Wednesday,True,2.740840023925201
ACCT100313,ACCT200138,44.06,withdrawal,gambling,atm,NG,True,normal,TXN002080,2025-02-13T02:14:00,2,Thursday,True,3.785552341374197
ACCT100441,ACCT200269,25.5,transfer,crypto_exchange,pos_terminal,AE,True,layering,TXN002081,2025-01-07T15:02:00,15,Tuesday,False,3.2386784521643803
ACCT100046,ACCT200292,6.73,deposit,travel,web,AE,True,round_tripping,TXN002082,2025-03-14T15:29:00,15,Friday,False,1.9065751436566365
ACCT100289,ACCT200467,55.71,transfer,atm,web,UK,False,normal,TXN002083,2025-01-20T22:54:00,22,Monday,False,4.020159664032724
ACCT100111,ACCT200249,135.52,deposit,electronics,atm,RU,True,normal,TXN002084,2025-03-03T01:13:00,1,Monday,True,4.909119230903745
ACCT100109,ACCT200247,31.52,payment,gambling,pos_terminal,NG,True,normal,TXN002085,2025-02-22T11:04:00,11,Saturday,True,3.4506222649896783
ACCT100273,ACCT200405,14.6,payment,retail,atm,IR,True,normal,TXN002086,2025-02-05T05:48:00,5,Wednesday,True,2.681021528714291
