account_id,in_degree,out_degree,in_strength,out_strength,tx_sent,tx_received,in_out_ratio,strength_ratio,pagerank,betweenness_centrality,clustering_coefficient
A1228,108,107,39695.69,44176.16,107,108,1.0,0.8986,0.00052393,0.00056232,0.096413
A109,105,120,47611.33,43827.4,120,105,0.8678,1.0863,0.00052372,0.00072772,0.097653
A156,105,98,49003.45,39164.7,98,105,1.0606,1.2512,0.00052372,0.0005921,0.095168
A857,105,107,38539.2,41050.67,107,105,0.9722,0.9388,0.0005237,0.00044113,0.09196
A896,104,93,41736.37,40540.41,93,104,1.1064,1.0295,0.00052365,0.00043615,0.097349
A1027,103,108,45652.88,44891.48,108,103,0.945,1.017,0.00052358,0.00074875,0.098291
A1784,106,91,44916.09,37353.59,91,106,1.1522,1.2025,0.00052354,0.00054557,0.096029
A51,104,99,38328.82,39462.18,99,104,1.04,0.9713,0.00052338,0.00027017,0.096599
A1963,105,96,67038.13,61775.73,96,105,1.0825,1.0852,0.00052333,0.00027964,0.096395
A827,111,106,44558.64,39494.12,106,111,1.0374,1.1282,0.00052331,0.00022136,0.09436
A1118,105,103,42409.71,42918.07,103,105,1.0096,0.9882,0.00052326,0.00062172,0.09502
A1004,106,101,41442.13,36223.41,101,106,1.0392,1.1441,0.00052318,0.00078068,0.099006
A67,106,109,45254.51,42939.17,109,106,0.9636,1.0539,0.00052308,0.00040087,0.093945
A666,103,98,40168.28,41749.78,98,103,1.0404,0.9621,0.00052305,0.00040335,0.095561
A507,105,97,46424.59,38418.97,97,105,1.0714,1.2084,0.00052302,0.0004651,0.09508
A1400,103,95,45423.39,41641.25,95,103,1.0729,1.0908,0.00052297,0.00067687,0.097988
A502,104,114,42722.98,40661.69,114,104,0.9043,1.0507,0.00052293,0.00034215,0.096377
A1021,107,108,40405.48,39507.86,108,107,0.9817,1.0227,0.00052279,0.0005146,0.092195
A538,109,113,50405.03,46299.05,113,109,0.9561,1.0887,0.00052277,0.00070979,0.093311
A1566,105,107,43288.77,45794.62,107,105,0.9722,0.9453,0.00052273,0.00021431,0.097372
A733,104,111,44953.11,41995.06,111,104,0.9286,1.0704,0.00052251,0.00061819,0.09633
A560,109,104,40998.89,39396.61,104,109,1.0381,1.0407,0.00052246,0.00031577,0.096498
A1402,106,106,36529.39,46752.66,106,106,0.9907,0.7813,0.00052245,0.0003384,0.093206
A1061,106,121,40939.49,51973.36,121,106,0.8689,0.7877,0.00052245,0.00067958,0.093936
A250,109,84,46223.48,36594.75,84,109,1.2824,1.2631,0.00052244,0.00053035,0.092147
A1910,106,96,42595.41,39845.52,96,106,1.0928,1.069,0.00052244,0.00030536,0.092732
A551,104,96,41458.58,39702.41,96,104,1.0722,1.0442,0.00052243,0.00064749,0.096599
A1285,101,108,46185.69,40899.74,108,101,0.9266,1.1292,0.00052239,0.00037062,0.094669
A1896,106,110,39627.27,44695.68,110,106,0.955,0.8866,0.00052234,0.00051734,0.092523
A460,105,118,45391.01,46720.17,118,105,0.8824,0.9716,0.00052233,0.00070348,0.093633
A1736,105,91,45570.34,40389.13,91,105,1.1413,1.1283,0.00052223,0.00019446,0.093412
A1956,106,98,48634.42,41636.81,98,106,1.0707,1.1681,0.0005222,0.00049608,0.096167
A279,105,115,43679.46,46081.43,115,105,0.9052,0.9479,0.00052213,0.00078209,0.095512
A832,106,101,49248.0,38459.86,101,106,1.0392,1.2805,0.00052205,0.00059417,0.095722
A285,106,86,44718.24,32497.27,86,106,1.2184,1.3761,0.00052204,0.00032234,0.09283
A995,105,96,40715.06,41570.75,96,105,1.0825,0.9794,0.00052186,0.00021722,0.097856
A1900,110,112,46853.8,46965.64,112,110,0.9735,0.9976,0.00052175,0.00064817,0.094084
A1859,105,94,39422.1,35705.34,94,105,1.1053,1.1041,0.00052171,0.00036335,0.098079
A893,108,108,42131.41,42149.55,108,108,0.9908,0.9996,0.00052165,0.00086663,0.09901
A1408,106,93,40304.38,38340.08,93,106,1.1277,1.0512,0.00052155,0.00058276,0.096259
A95,107,96,41164.62,34029.53,96,107,1.1031,1.2097,0.00052144,0.00054076,0.098301
A245,105,115,39083.69,45568.87,115,105,0.9052,0.8577,0.00052133,0.0003076,0.097738
A1184,108,83,40852.08,29491.2,83,108,1.2857,1.3852,0.00052133,0.0005481,0.093002
A750,104,114,40334.32,45733.34,114,104,0.9043,0.8819,0.00052132,0.00055922,0.093142
A799,104,92,38792.57,34449.59,92,104,1.1183,1.1261,0.00052131,0.00046773,0.093355
A128,104,96,42977.67,38606.46,96,104,1.0722,1.1132,0.00052125,0.00036572,0.094516
A1394,105,114,38420.27,46782.87,114,105,0.913,0.8212,0.00052119,0.00033228,0.092732
A580,111,100,44625.45,40159.38,100,111,1.099,1.1112,0.00052119,0.00066479,0.093965
A1224,108,97,42872.58,39234.66,97,108,1.102,1.0927,0.00052087,0.00051169,0.095903
A1870,105,101,42147.17,45323.51,101,105,1.0294,0.9299,0.00052077,0.00054766,0.099882
A1471,103,90,41164.63,35685.27,90,103,1.1319,1.1535,0.00052071,0.00027514,0.09283
A882,107,118,47846.81,57670.6,118,107,0.8992,0.8297,0.00052056,0.00046504,0.097856
A1126,103,82,37173.11,32719.89,82,103,1.241,1.1361,0.00052053,0.00033364,0.09474
A1834,105,97,41867.53,39616.39,97,105,1.0714,1.0568,0.00052053,0.00036393,0.100011
A1124,108,84,43865.26,34572.59,84,108,1.2706,1.2688,0.0005205,0.00089206,0.096353
A1287,104,111,42062.15,50558.03,111,104,0.9286,0.832,0.00052048,0.00058642,0.093209
A1850,108,103,41321.08,42678.64,103,108,1.0385,0.9682,0.00052041,0.0004954,0.099497
A445,108,90,48430.51,33540.51,90,108,1.1868,1.4439,0.0005203,9.757e-05,0.09689
A1789,102,99,40631.82,43291.75,99,102,1.02,0.9386,0.00052012,0.00039021,0.094653
A926,103,116,36766.99,46457.68,116,103,0.8803,0.7914,0.00052001,0.00106346,0.098638
A1745,104,98,56383.12,50873.0,98,104,1.0505,1.1083,0.00051999,0.00068777,0.094715
A1777,108,86,41354.05,30115.55,86,108,1.2414,1.3732,0.00051999,0.00037655,0.095107
A1502,104,104,42604.97,50199.04,104,104,0.9905,0.8487,0.00051986,0.00038873,0.093881
A188,106,101,40432.06,38057.81,101,106,1.0392,1.0624,0.00051979,0.00032541,0.096169
A1260,106,83,44124.25,31901.02,83,106,1.2619,1.3832,0.00051976,0.00052074,0.095283
A1683,106,94,45658.09,37396.28,94,106,1.1158,1.2209,0.0005197,0.00059975,0.09379
A200,106,102,42940.18,40998.48,102,106,1.0291,1.0474,0.00051968,0.00019456,0.091092
A725,106,97,43097.89,41203.61,97,106,1.0816,1.046,0.0005196,0.00040943,0.095784
A1172,104,110,43029.05,48736.05,110,104,0.9369,0.8829,0.00051959,0.00058145,0.09737
A806,107,102,42655.04,47357.47,102,107,1.0388,0.9007,0.00051952,0.00056968,0.098498
A1645,103,81,50290.92,47316.66,81,103,1.2561,1.0629,0.00051935,0.00018654,0.099868
A866,108,109,51983.79,52315.28,109,108,0.9818,0.9937,0.00051933,0.00065934,0.093523
A1397,103,90,39005.57,38233.33,90,103,1.1319,1.0202,0.00051932,0.00017265,0.095337
A637,104,90,40329.95,34741.14,90,104,1.1429,1.1609,0.00051928,0.00054511,0.093957
A1031,107,87,44152.3,30458.63,87,107,1.2159,1.4496,0.00051924,0.00066661,0.096357
A1829,103,96,37341.29,37728.84,96,103,1.0619,0.9897,0.00051913,0.00043659,0.096742
A196,100,87,41200.52,40951.31,87,100,1.1364,1.0061,0.00051911,0.00035139,0.09698
A1082,107,108,41047.78,42370.0,108,107,0.9817,0.9688,0.0005191,0.00021425,0.092127
A1607,104,93,37527.17,36001.28,93,104,1.1064,1.0424,0.00051906,0.00079474,0.094014
A83,101,114,38989.14,43439.96,114,101,0.8783,0.8975,0.00051905,0.00037094,0.092205
A871,105,108,38924.74,43502.95,108,105,0.9633,0.8948,0.00051901,0.00034757,0.094864
A714,106,115,42929.33,48716.08,115,106,0.9138,0.8812,0.00051901,0.00065813,0.096742
A38,106,105,45419.12,45174.96,105,106,1.0,1.0054,0.00051897,0.00052589,0.097224
A1824,106,92,42868.88,39982.36,92,106,1.1398,1.0722,0.00051896,0.00026186,0.095059
A272,101,95,39372.02,37840.66,95,101,1.0521,1.0405,0.00051895,0.00067423,0.09597
A489,104,103,38427.2,43989.85,103,104,1.0,0.8735,0.00051892,0.00051994,0.099284
A1564,103,105,41478.3,43531.48,105,103,0.9717,0.9528,0.00051885,0.00044241,0.098713
A1669,105,86,39116.33,36576.64,86,105,1.2069,1.0694,0.0005187,0.00072418,0.098841
A127,105,116,43920.91,44490.61,116,105,0.8974,0.9872,0.00051864,0.00045586,0.09778
A1933,104,79,41319.4,28788.88,79,104,1.3,1.4353,0.00051844,0.00047949,0.097662
A1186,104,113,42733.15,46846.47,113,104,0.9123,0.9122,0.00051842,0.00101155,0.093992
A167,100,87,42183.58,34507.27,87,100,1.1364,1.2225,0.00051831,0.00025305,0.096282
A833,104,123,34963.2,54682.88,123,104,0.8387,0.6394,0.00051829,0.00071084,0.095849
A1691,106,109,45891.86,43660.64,109,106,0.9636,1.0511,0.00051819,0.00033648,0.098039
A1417,105,97,45260.04,36442.99,97,105,1.0714,1.2419,0.00051819,0.00050141,0.095343
A1298,102,109,37970.9,44145.17,109,102,0.9273,0.8601,0.00051812,0.00069196,0.09794
A1270,102,99,69017.52,63451.69,99,102,1.02,1.0877,0.0005181,0.00030489,0.096798
A1617,104,106,42701.08,43034.87,106,104,0.972,0.9922,0.00051806,0.00031808,0.093909
A1551,106,92,40890.2,41052.58,92,106,1.1398,0.996,0.00051804,0.00036315,0.094069
A55,105,77,46176.8,28340.4,77,105,1.3462,1.6294,0.00051802,0.00026236,0.095698
A1704,106,95,40971.8,39950.05,95,106,1.1042,1.0256,0.00051798,0.00046417,0.095386
A941,103,95,40317.33,39162.38,95,103,1.0729,1.0295,0.00051795,0.00019573,0.092453
A356,108,85,44376.43,37075.41,85,108,1.2558,1.1969,0.0005179,0.00027902,0.092712
A1674,103,118,44040.88,49047.8,118,103,0.8655,0.8979,0.0005178,0.00043067,0.097212
A1041,105,111,41568.63,42313.05,111,105,0.9375,0.9824,0.00051777,0.00061602,0.097609
A1904,106,98,43457.75,36932.1,98,106,1.0707,1.1767,0.00051768,0.00012042,0.094406
A1012,99,91,41276.43,37644.81,91,99,1.0761,1.0965,0.00051762,0.00018119,0.097869
A1057,107,120,42793.9,49963.91,120,107,0.8843,0.8565,0.00051758,0.00043867,0.094074
A517,103,105,39524.45,43287.03,105,103,0.9717,0.9131,0.00051753,0.000627,0.095575
A270,103,105,43366.46,47767.77,105,103,0.9717,0.9079,0.0005175,0.00052184,0.095174
A158,103,99,54244.15,51236.98,99,103,1.03,1.0587,0.00051743,0.00033463,0.095604
A924,103,98,42369.02,35240.26,98,103,1.0404,1.2023,0.00051742,0.00044729,0.098122
A1529,103,91,40672.06,42782.64,91,103,1.1196,0.9507,0.00051734,0.00043518,0.098532
A206,102,97,55208.59,51070.55,97,102,1.0408,1.081,0.00051731,0.00039471,0.092463
A345,101,85,42260.8,30921.19,85,101,1.1744,1.3667,0.00051724,0.000672,0.095345
A1119,106,114,51489.81,51975.02,114,106,0.9217,0.9907,0.00051724,0.000356,0.093335
A605,104,95,41584.79,38998.69,95,104,1.0833,1.0663,0.00051722,0.000529,0.098344
A1814,107,96,46704.88,41139.61,96,107,1.1031,1.1353,0.0005172,0.00046266,0.096296
A670,107,90,43690.67,33812.8,90,107,1.1758,1.2921,0.00051714,0.00035765,0.092786
A685,102,98,38593.59,35620.48,98,102,1.0303,1.0835,0.00051714,0.00059048,0.098503
A746,104,103,44456.61,41456.64,103,104,1.0,1.0724,0.00051711,0.00057595,0.093494
A743,104,84,43443.53,31704.45,84,104,1.2235,1.3703,0.00051708,0.00049289,0.09623
A1171,110,84,43559.12,32880.84,84,110,1.2941,1.3248,0.00051706,0.00049165,0.092891
A1815,105,94,41786.12,39656.91,94,105,1.1053,1.0537,0.00051705,0.00035096,0.096919
A835,101,108,36384.51,40274.99,108,101,0.9266,0.9034,0.00051671,0.00019507,0.096683
A47,105,106,39139.44,46062.21,106,105,0.9813,0.8497,0.00051669,0.00067147,0.093986
A1598,105,105,40990.43,41396.2,105,105,0.9906,0.9902,0.00051667,0.00074227,0.096796
A812,103,116,41211.51,44687.13,116,103,0.8803,0.9222,0.00051666,0.00056555,0.09737
A1349,109,109,73582.66,73992.95,109,109,0.9909,0.9945,0.00051665,0.00092332,0.093042
A1411,103,101,41230.71,38151.22,101,103,1.0098,1.0807,0.00051664,0.00020338,0.093788
A918,104,99,41437.52,36756.73,99,104,1.04,1.1273,0.00051663,0.00064331,0.09741
A1755,103,102,38406.78,43572.32,102,103,1.0,0.8814,0.00051638,0.00037731,0.095027
A1604,107,97,47755.52,42194.7,97,107,1.0918,1.1318,0.00051635,0.00064636,0.096859
A956,106,85,48117.11,36634.3,85,106,1.2326,1.3134,0.00051631,8.687e-05,0.096133
A1098,101,109,37727.32,45814.91,109,101,0.9182,0.8235,0.00051622,0.00073627,0.096413
A243,105,106,45472.85,41708.93,106,105,0.9813,1.0902,0.00051608,0.00089859,0.094724
A34,102,96,40670.93,38923.04,96,102,1.0515,1.0449,0.00051607,0.00059083,0.091307
A634,106,98,42371.48,38883.39,98,106,1.0707,1.0897,0.00051604,0.00037649,0.0934
A1101,101,90,45586.5,37848.48,90,101,1.1099,1.2044,0.00051601,0.00064432,0.094771
A592,105,89,38741.28,35587.47,89,105,1.1667,1.0886,0.00051598,0.00035439,0.093312
A823,105,100,42665.46,42420.26,100,105,1.0396,1.0058,0.00051594,0.00050923,0.097878
A315,104,104,42952.24,42596.71,104,104,0.9905,1.0083,0.00051593,0.00050532,0.093426
A1860,106,84,39481.19,36488.33,84,106,1.2471,1.082,0.00051592,0.00028696,0.095828
A1445,104,109,53062.35,58756.79,109,104,0.9455,0.9031,0.00051588,0.00054896,0.095736
A262,105,96,40061.6,40039.73,96,105,1.0825,1.0005,0.00051583,0.00048616,0.09675
A1421,107,102,44279.02,42412.34,102,107,1.0388,1.044,0.00051578,0.00061166,0.097387
A1365,103,114,40340.17,47311.94,114,103,0.8957,0.8526,0.0005157,0.0006596,0.094452
A1442,103,83,41703.2,29035.23,83,103,1.2262,1.4363,0.00051565,0.00019748,0.094675
A199,103,99,42498.27,38129.99,99,103,1.03,1.1146,0.00051559,0.00027148,0.096219
A1426,106,99,39592.26,37394.75,99,106,1.06,1.0588,0.00051558,0.00084686,0.092886
A1643,107,95,44892.52,39287.67,95,107,1.1146,1.1427,0.00051555,0.0005946,0.096939
A301,103,82,40209.32,37267.04,82,103,1.241,1.079,0.00051551,0.00032465,0.096787
A851,104,104,41438.03,43162.64,104,104,0.9905,0.96,0.00051549,0.00082387,0.096517
A1922,103,104,40414.2,38974.95,104,103,0.981,1.0369,0.00051536,0.00018085,0.095274
A457,104,85,40985.82,32006.35,85,104,1.2093,1.2806,0.00051535,0.0004172,0.095948
A1677,102,80,44556.55,30923.85,80,102,1.2593,1.4408,0.00051529,0.00030924,0.095975
A496,104,112,35992.46,45596.96,112,104,0.9204,0.7894,0.0005152,0.00010831,0.098905
A1682,104,95,43741.42,35613.94,95,104,1.0833,1.2282,0.00051517,0.00068518,0.092822
A1238,107,109,41071.23,41664.49,109,107,0.9727,0.9858,0.00051505,0.00053963,0.092997
A1047,100,102,36342.59,39537.98,102,100,0.9709,0.9192,0.00051498,0.00036588,0.094934
A1690,102,113,45210.88,42089.59,113,102,0.8947,1.0742,0.00051496,0.0002437,0.097752
A738,103,97,58167.2,47001.73,97,103,1.051,1.2376,0.00051483,0.00053674,0.09794
A201,104,96,41557.84,40596.97,96,104,1.0722,1.0237,0.00051478,0.0004151,0.092453
A963,100,107,41184.99,43960.2,107,100,0.9259,0.9369,0.00051477,0.00050663,0.093197
A1291,102,87,35414.49,33207.93,87,102,1.1591,1.0664,0.00051472,0.00041631,0.098123
A1373,104,93,39795.82,35768.49,93,104,1.1064,1.1126,0.00051471,0.0006275,0.099009
A1078,108,97,46465.59,39149.17,97,108,1.102,1.1869,0.00051469,0.00061948,0.099367
A1467,103,93,42234.14,38960.8,93,103,1.0957,1.084,0.0005146,9.364e-05,0.098614
A773,108,96,44569.87,37210.94,96,108,1.1134,1.1978,0.00051449,0.00051882,0.096017
A1556,103,84,41929.03,33583.79,84,103,1.2118,1.2485,0.00051447,0.0003638,0.097188
A40,104,111,43078.85,42118.54,111,104,0.9286,1.0228,0.00051447,0.00043976,0.099059
A349,102,105,42239.28,42278.84,105,102,0.9623,0.9991,0.00051445,0.00091822,0.096327
A112,102,111,41283.85,44947.82,111,102,0.9107,0.9185,0.00051444,0.00075847,0.097065
A1533,102,93,44476.56,39311.34,93,102,1.0851,1.1314,0.00051442,0.00037589,0.094347
A367,106,106,41535.35,45625.33,106,106,0.9907,0.9104,0.00051426,0.00086492,0.094925
A981,106,98,38744.37,43319.19,98,106,1.0707,0.8944,0.00051423,0.0004946,0.093365
A994,103,105,40126.49,40516.4,105,103,0.9717,0.9904,0.00051395,0.00022632,0.096645
A1208,105,100,37844.85,40229.85,100,105,1.0396,0.9407,0.00051385,8.018e-05,0.097677
A644,99,99,44918.3,36957.78,99,99,0.99,1.2154,0.0005138,0.00055841,0.099448
A909,106,100,67249.72,38742.86,100,106,1.0495,1.7358,0.00051376,0.00017393,0.098176
A1670,103,100,46112.21,42258.11,100,103,1.0198,1.0912,0.00051373,0.0006404,0.09429
A1002,106,90,44960.24,35744.32,90,106,1.1648,1.2578,0.00051371,0.00059835,0.095744
A476,103,86,39188.73,31594.59,86,103,1.1839,1.2404,0.00051368,0.00041828,0.091471
A578,106,111,40186.07,48150.85,111,106,0.9464,0.8346,0.00051362,0.00022378,0.095673
A861,106,119,41545.79,49317.79,119,106,0.8833,0.8424,0.00051359,0.00042659,0.097885
A1771,103,91,46818.07,38029.1,91,103,1.1196,1.2311,0.0005135,0.00058756,0.098729
A527,103,87,46024.24,34858.24,87,103,1.1705,1.3203,0.00051346,0.00053991,0.097351
A221,104,97,35636.12,40648.42,97,104,1.0612,0.8767,0.00051345,0.00059256,0.095369
A1767,101,95,39656.39,43691.63,95,101,1.0521,0.9076,0.00051344,0.00034115,0.092986
A695,104,99,43334.92,34674.5,99,104,1.04,1.2498,0.0005133,0.00079365,0.094788
A1144,101,96,41254.3,39684.18,96,101,1.0412,1.0396,0.00051327,0.00041063,0.097377
A1206,102,85,44966.17,35741.19,85,102,1.186,1.2581,0.00051314,0.00054339,0.092179
A437,102,97,39170.21,39666.56,97,102,1.0408,0.9875,0.00051308,0.00033059,0.097338
A681,106,121,40573.0,45505.46,121,106,0.8689,0.8916,0.00051304,0.00069578,0.096684
A1265,102,83,39289.71,29149.67,83,102,1.2143,1.3479,0.00051303,0.00061096,0.097011
A1857,101,86,42500.32,33923.59,86,101,1.1609,1.2528,0.000513,0.00020392,0.092922
A364,104,92,36230.31,37016.4,92,104,1.1183,0.9788,0.00051297,0.00042078,0.098097
A1862,101,104,38133.53,42900.55,104,101,0.9619,0.8889,0.00051296,0.00095382,0.096447
A598,101,102,39572.64,39852.28,102,101,0.9806,0.993,0.00051292,0.0002216,0.096601
A139,106,95,39937.31,33724.37,95,106,1.1042,1.1842,0.00051287,0.00036431,0.096017
A813,102,105,35184.06,41316.67,105,102,0.9623,0.8516,0.00051275,0.00070351,0.093193
A1324,104,93,47279.33,36037.82,93,104,1.1064,1.3119,0.00051262,0.00074566,0.097004
A323,105,97,37557.89,33840.4,97,105,1.0714,1.1099,0.00051246,0.00029361,0.091213
A134,103,96,44181.4,38517.83,96,103,1.0619,1.147,0.00051245,0.00055151,0.096477
A303,106,107,40481.44,36503.82,107,106,0.9815,1.109,0.00051245,0.00039465,0.096941
A339,103,95,50921.53,40101.87,95,103,1.0729,1.2698,0.00051235,0.00084207,0.094403
A224,104,101,57719.09,53238.32,101,104,1.0196,1.0842,0.00051234,0.00029818,0.09618
A1844,103,108,43367.72,45206.24,108,103,0.945,0.9593,0.00051229,0.00073631,0.095731
A810,103,90,51986.97,42219.64,90,103,1.1319,1.2313,0.00051229,0.00025627,0.096935
A412,104,122,38181.41,51296.05,122,104,0.8455,0.7443,0.00051219,0.00047187,0.092506
A144,106,83,46659.85,29778.27,83,106,1.2619,1.5669,0.00051217,9.426e-05,0.093432
A632,107,107,44783.53,46403.63,107,107,0.9907,0.9651,0.00051199,0.0005354,0.092563
A1187,104,103,42096.28,45348.22,103,104,1.0,0.9283,0.00051199,0.00047396,0.096125
A495,103,124,39912.86,47177.08,124,103,0.824,0.846,0.0005118,0.00036902,0.09551
A1185,103,97,39244.99,40932.54,97,103,1.051,0.9588,0.00051177,0.00043294,0.097823
A1305,102,91,44491.56,36283.93,91,102,1.1087,1.2262,0.00051175,0.00016946,0.097646
A839,102,79,40492.22,36134.42,79,102,1.275,1.1206,0.00051173,9.77e-05,0.093247
A1579,105,93,43563.08,37864.17,93,105,1.117,1.1505,0.00051172,0.00041443,0.097052
A1438,103,100,41445.3,38183.03,100,103,1.0198,1.0854,0.00051167,0.00034303,0.096797
A1099,103,112,39916.59,64573.75,112,103,0.9115,0.6182,0.0005116,0.00086976,0.093887
A151,102,106,36466.31,40212.02,106,102,0.9533,0.9069,0.00051157,0.00056972,0.099701
A327,101,91,36890.29,33188.42,91,101,1.0978,1.1115,0.00051153,0.00048576,0.097004
A433,105,116,41546.8,47896.69,116,105,0.8974,0.8674,0.00051152,0.00100401,0.096013
A1066,102,101,43655.5,41272.57,101,102,1.0,1.0577,0.00051131,0.00038557,0.099948
A1222,105,102,44105.09,45667.53,102,105,1.0194,0.9658,0.00051126,0.00091613,0.094924
A1955,104,95,41037.5,41537.64,95,104,1.0833,0.988,0.00051112,9.614e-05,0.09752
A630,103,97,52327.41,52090.77,97,103,1.051,1.0045,0.00051112,0.00038853,0.095915
A1675,106,107,41616.16,43683.49,107,106,0.9815,0.9527,0.00051111,0.00054998,0.092438
A1328,104,106,41967.98,47714.0,106,104,0.972,0.8796,0.00051105,0.00056887,0.095971
A1760,100,106,37458.15,41999.8,106,100,0.9346,0.8919,0.00051094,0.00050301,0.096599
A786,103,94,41239.49,37899.54,94,103,1.0842,1.0881,0.00051094,0.00025783,0.093229
A583,101,94,44632.55,39952.86,94,101,1.0632,1.1171,0.00051088,0.0002809,0.094225
A1323,101,98,47220.57,39444.76,98,101,1.0202,1.1971,0.00051087,0.00050346,0.098014
A1215,104,108,38294.17,43701.6,108,104,0.9541,0.8763,0.00051086,0.00065585,0.091741
A1401,101,111,43328.21,40574.56,111,101,0.9018,1.0679,0.00051065,0.00044503,0.095463
A1957,105,87,42323.04,33410.01,87,105,1.1932,1.2668,0.00051057,0.00019411,0.09943
A442,106,98,50752.66,54072.71,98,106,1.0707,0.9386,0.00051057,0.00035889,0.094116
A357,99,92,39138.9,38669.64,92,99,1.0645,1.0121,0.00051028,0.00074444,0.097687
A1731,102,95,35788.05,40000.37,95,102,1.0625,0.8947,0.00051027,0.00069584,0.094242
A1684,102,99,42462.58,36418.18,99,102,1.02,1.166,0.00051026,0.00048041,0.09702
A407,104,102,40496.88,40718.3,102,104,1.0097,0.9946,0.00051021,0.00060364,0.095731
A1347,100,88,40721.06,45457.31,88,100,1.1236,0.8958,0.00051017,0.00022035,0.096807
A739,100,100,36392.51,42463.34,100,100,0.9901,0.857,0.00051017,0.00039834,0.09435
A253,107,102,43231.33,40500.78,102,107,1.0388,1.0674,0.00051006,0.00030062,0.09707
A256,102,101,35257.8,39954.09,101,102,1.0,0.8825,0.00050986,0.00044116,0.097762
A1390,103,102,34901.79,42847.45,102,103,1.0,0.8146,0.00050974,0.0003905,0.092623
A52,104,104,41624.96,47565.55,104,104,0.9905,0.8751,0.00050967,0.00048848,0.097051
A1225,105,85,47029.22,34695.67,85,105,1.2209,1.3555,0.00050956,0.00039005,0.099252
A744,102,124,65847.5,71496.76,124,102,0.816,0.921,0.00050956,0.0007086,0.098656
A1808,103,97,39401.69,36743.81,97,103,1.051,1.0723,0.00050955,0.00047321,0.08943
A541,101,96,41488.73,42903.24,96,101,1.0412,0.967,0.00050948,0.00047632,0.092944
A881,101,89,37781.89,36994.89,89,101,1.1222,1.0213,0.00050948,0.00056212,0.096837
A549,101,93,41461.13,49824.55,93,101,1.0745,0.8321,0.00050946,0.00025405,0.09779
A1329,104,107,44317.67,46516.81,107,104,0.963,0.9527,0.00050945,0.00063431,0.094718
A1085,105,107,43101.45,45539.75,107,105,0.9722,0.9465,0.00050942,0.00069839,0.097015
A37,106,79,40111.83,29541.27,79,106,1.325,1.3578,0.00050934,0.00061262,0.097662
A524,103,91,51019.87,49492.38,91,103,1.1196,1.0309,0.00050914,0.00052916,0.095682
A1575,102,108,40930.64,49610.52,108,102,0.9358,0.825,0.0005091,0.00053042,0.094876
A1621,103,85,40378.85,35493.89,85,103,1.1977,1.1376,0.00050904,0.00041316,0.095519
A275,106,111,44454.17,48838.2,111,106,0.9464,0.9102,0.00050901,0.00052092,0.095409
A1600,100,102,58002.77,40424.86,102,100,0.9709,1.4348,0.00050888,0.000339,0.095918
A708,100,91,41010.81,40807.92,91,100,1.087,1.005,0.00050884,0.00092141,0.091993
A943,104,104,38623.03,38189.19,104,104,0.9905,1.0114,0.00050875,0.00050076,0.094582
A1871,106,100,43163.66,44793.78,100,106,1.0495,0.9636,0.00050841,0.00069964,0.095825
A1193,99,102,39979.02,46138.5,102,99,0.9612,0.8665,0.00050828,0.00028284,0.097366
A973,102,98,41389.62,40551.7,98,102,1.0303,1.0207,0.00050823,0.00059096,0.094566
A42,101,98,42690.43,31524.41,98,101,1.0202,1.3542,0.00050822,9.064e-05,0.095495
A246,101,108,41008.67,40596.89,108,101,0.9266,1.0101,0.00050818,0.00058051,0.099728
A218,107,103,46828.68,38192.3,103,107,1.0288,1.2261,0.00050815,0.00062623,0.094439
A991,102,106,45430.14,42505.8,106,102,0.9533,1.0688,0.00050803,0.00043581,0.09597
A984,105,91,37827.8,35904.45,91,105,1.1413,1.0536,0.00050798,0.0003577,0.095457
A1623,104,97,42581.16,41292.19,97,104,1.0612,1.0312,0.00050796,0.00022519,0.095561
A1105,101,105,38879.85,48561.95,105,101,0.9528,0.8006,0.00050793,0.00032343,0.094244
A761,102,109,43183.57,41971.4,109,102,0.9273,1.0289,0.00050788,0.00042057,0.100704
A1570,106,109,51299.4,49888.6,109,106,0.9636,1.0283,0.00050783,0.00052717,0.095382
A1317,102,103,41057.67,40263.05,103,102,0.9808,1.0197,0.00050774,0.00081141,0.091721
A451,101,111,37939.52,42026.47,111,101,0.9018,0.9028,0.00050767,0.00024248,0.096815
A298,99,92,41769.13,36752.09,92,99,1.0645,1.1365,0.00050763,0.00027237,0.095298
A1799,101,105,38796.51,39699.5,105,101,0.9528,0.9773,0.00050759,0.00051083,0.098116
A1367,102,111,39678.61,47001.23,111,102,0.9107,0.8442,0.00050753,0.00035861,0.093547
A1638,105,93,41083.15,35573.57,93,105,1.117,1.1549,0.0005074,0.00089584,0.100109
A658,102,105,37208.19,42306.3,105,102,0.9623,0.8795,0.00050732,0.00047439,0.09809
A1116,104,102,54301.76,51556.63,102,104,1.0097,1.0532,0.00050727,0.00061271,0.095374
A153,103,90,43630.53,35888.79,90,103,1.1319,1.2157,0.00050722,0.00057517,0.100061
A1242,102,97,40228.89,41106.1,97,102,1.0408,0.9787,0.00050694,0.00036249,0.095688
A1950,103,106,40419.7,41398.54,106,103,0.9626,0.9764,0.0005068,0.00028924,0.093802
A1148,101,110,40616.25,44200.79,110,101,0.9099,0.9189,0.00050676,0.00061288,0.092775
A1968,100,101,41501.57,36819.47,101,100,0.9804,1.1272,0.00050675,0.00037875,0.095315
